"id","height","weight","rating","potential","preferred_foot","weak_foot","skill_moves","international_reputation","club_rating"
"273614","184","84","65","70","Right","3 ","2","Local","61"
"226510","185","76","65","66","Left","3 ","2","Local","63"
"243918","182","76","65","68","Right","3 ","3","Local","66"
"252878","189","74","65","72","Left","2 ","2","Local","64"
"255950","188","80","65","66","Right","4 ","4","Local","65"
"73423","177","65","65","71","Right","3 ","2","Local","67"
"230607","179","79","65","65","Right","4 ","2","Local","65"
"232655","187","79","65","65","Left","3 ","3","Local","69"
"240335","192","90","65","65","Right","2 ","2","Local","65"
"265680","177","78","65","66","Left","3 ","3","Local","64"
"266448","175","68","65","78","Right","5 ","4","Local","76"
"72400","186","75","65","70","Left","3 ","2","Local","66"
"270032","185","76","65","75","Right","3 ","2","Local","67"
"274896","169","55","65","75","Right","3 ","3","Local","65"
"218576","185","70","65","65","Right","2 ","2","Local","65"
"209361","179","73","65","65","Right","3 ","2","Local","62"
"275153","190","75","65","78","Left","3 ","2","Local","73"
"213969","185","76","65","65","Left","3 ","3","Local","64"
"222417","174","67","65","65","Right","3 ","2","Local","69"
"188881","186","80","65","65","Left","3 ","1","Local","76"
"74962","180","66","65","72","Left","2 ","2","Local","69"
"279506","178","72","65","76","Right","3 ","3","Local","76"
"226002","180","71","65","65","Right","3 ","2","Local","69"
"251090","195","84","65","65","Right","3 ","2","Local","64"
"257490","181","76","65","72","Left","3 ","2","Local","62"
"248787","189","79","65","70","Right","4 ","2","Local","72"
"201940","188","88","65","65","Right","2 ","1","Local","68"
"276692","185","76","65","73","Right","3 ","3","Local","69"
"255700","170","65","65","71","Right","4 ","3","Local","64"
"274133","181","75","65","71","Right","3 ","3","Local","64"
"225237","176","77","65","66","Right","3 ","3","Local","67"
"243925","193","89","65","68","Right","3 ","1","Local","66"
"256981","186","72","65","70","Left","3 ","2","Local","67"
"220886","178","79","65","65","Right","4 ","2","Local","70"
"227287","183","67","65","65","Right","2 ","2","Local","64"
"246231","168","60","65","71","Right","3 ","3","Local","67"
"253911","176","61","65","68","Right","3 ","3","Local","67"
"202968","178","65","65","65","Right","3 ","3","Local","65"
"268504","186","80","65","78","Left","4 ","3","Local","71"
"277464","180","71","65","74","Right","3 ","2","Local","68"
"243672","175","71","65","65","Right","3 ","2","Local","67"
"256216","183","70","65","71","Left","3 ","3","Local","64"
"202457","190","84","65","65","Right","3 ","1","Local","68"
"267993","180","80","65","71","Left","3 ","3","Local","64"
"206553","185","91","65","65","Left","2 ","2","Local","63"
"244185","184","80","65","65","Right","3 ","3","Local","64"
"183513","192","88","65","65","Right","2 ","1","Local","77"
"255449","186","75","65","74","Left","4 ","2","Local","66"
"267994","187","80","65","75","Left","2 ","1","Local","68"
"271066","195","89","65","78","Right","3 ","2","Local","65"
"276442","187","73","65","75","Right","3 ","2","Local","69"
"234202","170","73","65","66","Right","3 ","3","Local","67"
"238042","176","72","65","68","Right","2 ","2","Local","68"
"244442","183","73","65","65","Left","3 ","2","Local","67"
"255450","180","76","65","65","Right","3 ","4","Local","66"
"256474","185","75","65","73","Right","3 ","1","Local","66"
"259290","184","76","65","77","Right","2 ","3","Local","65"
"201179","192","96","65","65","Right","3 ","1","Local","76"
"71899","168","70","65","72","Right","3 ","3","Local","67"
"238043","174","70","65","65","Right","2 ","3","Local","74"
"244187","180","75","65","65","Left","3 ","2","Local","66"
"73948","188","78","65","78","Right","3 ","2","Local","66"
"210140","189","92","65","65","Right","3 ","1","Local","71"
"230876","188","83","65","65","Left","3 ","2","Local","64"
"234716","180","80","65","65","Right","2 ","2","Local","67"
"256220","186","83","65","70","Right","3 ","1","Local","68"
"259292","190","80","65","72","Right","2 ","2","Local","69"
"266205","187","75","65","73","Right","3 ","2","Local","66"
"213725","173","63","65","65","Right","3 ","3","Local","67"
"225757","185","70","65","65","Left","4 ","3","Local","65"
"254941","181","73","65","72","Right","2 ","2","Local","65"
"206558","185","86","65","65","Left","3 ","3","Local","65"
"237534","181","84","65","65","Right","3 ","3","Local","67"
"240606","177","63","65","69","Left","3 ","3","Local","63"
"244190","191","84","65","68","Right","2 ","2","Local","67"
"190430","183","74","65","65","Left","2 ","3","Local","68"
"199647","184","68","65","65","Right","3 ","2","Local","64"
"274143","180","75","65","71","Right","2 ","3","Local","69"
"276191","190","79","65","65","Left","5 ","2","Local","65"
"247519","171","64","65","70","Right","4 ","3","Local","69"
"250847","194","86","65","69","Right","3 ","2","Local","65"
"259551","173","61","65","74","Right","3 ","2","Local","66"
"198624","183","69","65","65","Right","4 ","2","Local","64"
"216288","177","79","65","65","Right","3 ","2","Local","66"
"251104","179","76","65","65","Right","3 ","3","Local","64"
"253152","183","76","65","68","Right","3 ","3","Local","63"
"210401","184","75","65","65","Right","3 ","3","Local","65"
"239329","183","85","65","65","Right","3 ","3","Local","67"
"252897","177","68","65","79","Right","3 ","2","Local","65"
"255457","173","66","65","68","Left","2 ","2","Local","73"
"260065","184","80","65","69","Right","2 ","3","Local","67"
"266210","184","77","65","73","Left","3 ","2","Local","68"
"70114","182","76","65","74","Right","3 ","2","Local","63"
"276706","185","77","65","76","Left","3 ","3","Local","67"
"226786","191","95","65","65","Right","2 ","1","Local","69"
"189410","179","77","65","65","Right","4 ","3","Local","70"
"256738","192","87","65","68","Right","2 ","2","Local","63"
"237027","183","74","65","65","Right","3 ","4","Local","65"
"238051","185","76","65","68","Right","3 ","2","Local","63"
"238563","187","74","65","65","Right","3 ","2","Local","64"
"240099","173","80","65","66","Right","3 ","3","Local","70"
"241379","178","70","65","69","Left","3 ","3","Local","65"
"246243","188","85","65","67","Right","3 ","2","Local","63"
"251875","178","70","65","69","Left","2 ","2","Local","63"
"263652","186","80","65","74","Left","3 ","2","Local","69"
"73444","190","86","65","65","Right","3 ","2","Local","63"
"73956","190","80","65","79","Right","3 ","2","Local","72"
"273124","178","74","65","68","Right","2 ","4","Local","70"
"276964","190","75","65","79","Left","3 ","2","Local","65"
"265701","180","80","65","71","Right","3 ","2","Local","69"
"266725","180","82","65","72","Right","4 ","2","Local","66"
"202469","188","86","65","65","Right","2 ","1","Local","70"
"204773","187","81","65","65","Right","2 ","1","Local","66"
"74981","193","84","65","78","Right","3 ","2","Local","67"
"229349","181","79","65","65","Left","2 ","2","Local","68"
"229605","183","70","65","66","Right","3 ","3","Local","65"
"246757","177","72","65","73","Right","3 ","2","Local","67"
"255205","175","70","65","70","Right","2 ","2","Local","69"
"258533","180","71","65","68","Right","2 ","3","Local","71"
"206566","194","88","65","65","Right","2 ","1","Local","62"
"76262","190","70","65","81","Right","3 ","2","Local","79"
"233190","179","70","65","65","Left","3 ","3","Local","66"
"72423","183","76","65","71","Left","2 ","2","Local","71"
"250855","178","68","65","68","Left","3 ","3","Local","65"
"254951","180","74","65","72","Right","3 ","2","Local","67"
"70120","183","75","65","65","Left","3 ","2","Local","64"
"71912","175","65","65","72","Left","2 ","2","Local","69"
"271080","175","66","65","76","Left","3 ","2","Local","68"
"222440","172","60","65","65","Right","3 ","3","Local","64"
"233960","189","79","65","66","Right","3 ","2","Local","65"
"256488","182","74","65","77","Right","3 ","1","Local","63"
"72937","205","87","65","71","Left","3 ","1","Local","64"
"224233","177","72","65","65","Right","3 ","2","Local","67"
"224489","187","82","65","65","Right","3 ","2","Local","69"
"225001","188","78","65","65","Right","3 ","2","Local","65"
"226025","181","69","65","65","Right","3 ","3","Local","63"
"268010","194","81","65","74","Left","3 ","2","Local","70"
"235754","176","70","65","65","Left","2 ","3","Local","61"
"260586","193","81","65","77","Right","2 ","2","Local","69"
"72427","178","65","65","81","Left","3 ","4","Local","68"
"277483","183","67","65","81","Right","3 ","3","Local","68"
"262380","180","70","65","65","Left","3 ","3","Local","65"
"239084","179","83","65","72","Right","3 ","3","Local","64"
"244460","177","75","65","66","Right","2 ","2","Local","66"
"190700","191","89","65","65","Right","2 ","1","Local","67"
"193260","189","86","65","65","Right","3 ","2","Local","67"
"263918","173","68","65","72","Right","3 ","2","Local","69"
"234222","178","73","65","66","Right","4 ","4","Local","67"
"252910","175","67","65","73","Right","4 ","2","Local","67"
"208111","186","77","65","65","Right","3 ","2","Local","64"
"263920","202","80","65","68","Left","2 ","1","Local","66"
"242672","192","80","65","65","Right","3 ","2","Local","58"
"257776","183","76","65","66","Left","4 ","2","Local","62"
"260336","166","66","65","65","Right","3 ","3","Local","65"
"261360","187","75","65","79","Right","3 ","2","Local","66"
"273905","183","78","65","77","Left","2 ","3","Local","70"
"211953","185","75","65","65","Right","3 ","1","Local","65"
"217841","194","88","65","65","Right","3 ","2","Local","64"
"237553","189","79","65","70","Right","2 ","1","Local","68"
"254961","174","66","65","65","Right","3 ","2","Local","64"
"192241","176","74","65","65","Right","3 ","3","Local","65"
"198642","189","84","65","65","Right","3 ","2","Local","61"
"73202","174","74","65","70","Right","3 ","3","Local","68"
"236018","192","83","65","65","Right","2 ","2","Local","65"
"191730","172","70","65","65","Right","3 ","2","Local","64"
"74995","191","91","65","75","Right","3 ","2","Local","71"
"192499","191","82","65","65","Right","4 ","2","Local","61"
"258547","190","82","65","65","Right","4 ","2","Local","64"
"234228","189","80","65","68","Right","3 ","1","Local","65"
"258036","185","83","65","74","Right","3 ","2","Local","69"
"266229","181","73","65","74","Left","3 ","3","Local","68"
"268533","188","83","65","68","Right","3 ","2","Local","64"
"235253","174","73","65","65","Right","4 ","3","Local","64"
"241397","181","78","65","67","Left","2 ","3","Local","63"
"260085","182","72","65","71","Right","4 ","3","Local","68"
"266486","178","72","65","72","Right","3 ","3","Local","66"
"268790","184","78","65","72","Right","3 ","2","Local","69"
"72694","176","73","65","70","Left","2 ","3","Local","66"
"258806","187","78","65","72","Right","3 ","2","Local","66"
"167159","185","80","65","65","Right","3 ","2","Local","63"
"242423","182","72","65","70","Right","3 ","3","Local","68"
"248311","186","84","65","65","Left","3 ","2","Local","63"
"72952","171","66","65","74","Left","4 ","3","Local","68"
"248568","187","84","65","67","Right","3 ","2","Local","68"
"183544","180","72","65","65","Left","4 ","3","Local","62"
"253688","190","82","65","73","Right","2 ","1","Local","67"
"162297","191","82","65","65","Left","2 ","1","Local","73"
"234489","180","75","65","65","Right","3 ","3","Local","65"
"189177","170","72","65","65","Left","2 ","3","Local","63"
"72698","187","82","65","71","Right","4 ","2","Local","70"
"220922","195","85","65","65","Left","3 ","2","Local","66"
"224250","187","83","65","65","Left","3 ","2","Local","65"
"229114","186","81","65","67","Right","3 ","1","Local","76"
"244474","175","73","65","65","Right","4 ","2","Local","63"
"270331","173","70","65","72","Left","3 ","3","Local","67"
"270587","183","78","65","74","Right","3 ","3","Local","69"
"237563","190","84","65","66","Right","3 ","3","Local","65"
"241915","187","78","65","65","Right","4 ","2","Local","64"
"243963","181","73","65","68","Right","3 ","3","Local","65"
"70908","188","73","65","72","Left","2 ","2","Local","70"
"269564","186","78","65","65","Right","3 ","2","Local","65"
"279548","179","79","65","76","Right","3 ","3","Local","70"
"235516","178","63","65","65","Left","2 ","2","Local","67"
"72957","177","75","65","74","Right","3 ","3","Local","70"
"279805","178","75","65","68","Right","3 ","2","Local","66"
"218877","175","71","65","65","Right","2 ","2","Local","64"
"235773","178","75","65","66","Right","3 ","2","Local","65"
"239357","187","75","65","65","Right","3 ","3","Local","65"
"245501","178","82","65","69","Right","3 ","3","Local","65"
"255997","180","72","65","72","Right","2 ","3","Local","68"
"269566","183","78","65","72","Right","3 ","2","Local","69"
"76286","179","64","65","73","Left","2 ","2","Local","71"
"208638","182","76","65","65","Right","3 ","2","Local","66"
"208894","188","81","65","65","Right","2 ","1","Local","69"
"277758","195","85","65","70","Right","3 ","2","Local","59"
"233214","187","82","65","65","Right","4 ","3","Local","68"
"238846","180","75","65","65","Left","2 ","3","Local","65"
"261374","172","63","65","73","Left","3 ","3","Local","65"
"233215","203","77","65","67","Right","2 ","1","Local","65"
"268544","185","75","64","73","Right","2 ","1","Local","65"
"272896","189","82","64","76","Right","3 ","2","Local","63"
"77056","192","80","64","82","Right","3 ","2","Local","75"
"244224","175","70","64","71","Right","3 ","2","Local","69"
"245760","190","84","64","68","Left","3 ","2","Local","65"
"261632","185","88","64","70","Right","3 ","2","Local","65"
"71681","174","75","64","76","Right","2 ","2","Local","71"
"221953","170","67","64","64","Right","3 ","4","Local","62"
"235521","182","76","64","64","Right","3 ","3","Local","66"
"240897","191","85","64","65","Right","2 ","2","Local","62"
"241921","183","75","64","69","Right","2 ","2","Local","64"
"71170","180","74","64","81","Right","3 ","2","Local","70"
"229378","172","75","64","65","Left","3 ","2","Local","64"
"240642","183","75","64","64","Right","4 ","1","Local","68"
"258050","181","70","64","68","Right","3 ","2","Local","65"
"76803","186","77","64","78","Right","3 ","3","Local","68"
"212483","170","64","64","64","Left","2 ","3","Local","66"
"230403","187","83","64","64","Right","3 ","2","Local","72"
"248579","176","67","64","69","Left","3 ","2","Local","65"
"77572","184","85","64","64","Right","3 ","2","Local","61"
"278276","189","81","64","72","Left","3 ","2","Local","66"
"242436","194","81","64","69","Right","3 ","2","Local","66"
"246788","175","70","64","64","Right","3 ","3","Local","63"
"248836","189","78","64","69","Right","2 ","2","Local","70"
"250884","182","75","64","64","Right","5 ","3","Local","58"
"258564","185","75","64","69","Right","3 ","2","Local","68"
"70149","178","70","64","77","Right","2 ","2","Local","76"
"209413","193","88","64","64","Right","3 ","2","Local","64"
"274949","186","85","64","74","Right","2 ","2","Local","71"
"277509","179","75","64","73","Right","4 ","3","Local","66"
"246789","187","81","64","67","Right","3 ","3","Local","63"
"252421","170","70","64","69","Right","3 ","2","Local","67"
"258821","179","72","64","73","Left","2 ","3","Local","65"
"263686","191","81","64","69","Right","3 ","2","Local","65"
"73990","179","70","64","79","Right","3 ","3","Local","74"
"76294","190","80","64","75","Right","3 ","2","Local","69"
"263943","178","72","64","75","Right","3 ","2","Local","82"
"264711","180","65","64","74","Left","3 ","3","Local","66"
"72967","185","76","64","75","Right","3 ","2","Local","69"
"248071","180","76","64","64","Right","2 ","1","Local","63"
"248839","186","77","64","69","Right","3 ","3","Local","65"
"271368","189","81","64","75","Right","3 ","2","Local","79"
"211720","178","76","64","64","Right","4 ","2","Local","63"
"248328","185","72","64","66","Left","3 ","2","Local","62"
"248584","176","65","64","69","Right","3 ","2","Local","66"
"204297","188","80","64","64","Right","3 ","2","Local","61"
"238089","179","74","64","64","Right","4 ","3","Local","65"
"245769","186","80","64","71","Right","4 ","2","Local","64"
"252169","167","65","64","69","Left","3 ","3","Local","67"
"255241","186","82","64","69","Right","3 ","3","Local","65"
"71178","187","72","64","78","Right","3 ","3","Local","64"
"277515","181","74","64","74","Right","3 ","2","Local","66"
"239627","183","80","64","64","Left","4 ","2","Local","64"
"265484","180","68","64","77","Right","5 ","3","Local","66"
"208140","172","70","64","64","Right","3 ","3","Local","69"
"215820","181","78","64","64","Right","3 ","2","Local","65"
"231948","185","77","64","64","Right","3 ","2","Local","69"
"263949","192","78","64","73","Right","3 ","2","Local","64"
"265997","171","74","64","65","Right","3 ","3","Local","63"
"271629","170","65","64","72","Right","3 ","4","Local","71"
"219661","184","77","64","64","Left","3 ","3","Local","69"
"239117","166","67","64","64","Right","4 ","3","Local","69"
"247309","183","79","64","64","Left","3 ","2","Local","68"
"247821","184","76","64","71","Right","3 ","3","Local","64"
"262926","186","83","64","67","Left","2 ","2","Local","64"
"278030","178","74","64","74","Right","4 ","2","Local","65"
"239118","185","79","64","64","Right","3 ","2","Local","64"
"252942","197","90","64","69","Right","2 ","2","Local","67"
"264719","168","63","64","64","Left","3 ","3","Local","63"
"229135","190","70","64","65","Right","2 ","1","Local","67"
"241935","187","85","64","65","Right","3 ","2","Local","64"
"252943","173","68","64","71","Right","3 ","3","Local","68"
"70928","182","78","64","64","Right","3 ","2","Local","64"
"236304","182","81","64","65","Left","3 ","2","Local","65"
"253712","177","68","64","68","Right","3 ","2","Local","63"
"266257","175","68","64","78","Right","3 ","3","Local","76"
"250897","190","80","64","70","Right","3 ","1","Local","69"
"231442","179","74","64","64","Right","3 ","4","Local","63"
"231954","179","71","64","64","Right","2 ","2","Local","68"
"234258","179","68","64","65","Left","2 ","2","Local","64"
"252434","185","78","64","64","Right","2 ","3","Local","62"
"254482","183","70","64","71","Right","3 ","3","Local","64"
"74515","191","75","64","74","Right","3 ","2","Local","70"
"76307","170","63","64","74","Right","4 ","2","Local","67"
"259091","182","82","64","67","Right","3 ","2","Local","62"
"204820","175","70","64","64","Left","3 ","4","Local","65"
"231956","185","74","64","64","Right","2 ","2","Local","61"
"235028","185","73","64","66","Left","2 ","2","Local","65"
"253460","188","91","64","64","Left","3 ","3","Local","61"
"76821","178","72","64","81","Right","3 ","2","Local","74"
"234261","188","80","64","65","Right","3 ","2","Local","63"
"237845","186","78","64","67","Left","3 ","2","Local","64"
"270614","179","72","64","76","Right","3 ","3","Local","71"
"226838","187","81","64","64","Right","1 ","1","Local","65"
"235542","172","65","64","64","Right","3 ","3","Local","65"
"240150","181","74","64","67","Right","3 ","2","Local","70"
"241686","167","72","64","64","Right","2 ","3","Local","66"
"242710","183","75","64","67","Right","3 ","3","Local","63"
"190742","171","74","64","64","Right","3 ","3","Local","65"
"263703","175","71","64","73","Right","4 ","2","Local","69"
"221463","184","86","64","64","Right","2 ","1","Local","65"
"238103","187","87","64","64","Right","2 ","2","Local","63"
"243735","190","77","64","67","Right","3 ","1","Local","69"
"186135","180","69","64","64","Right","3 ","2","Local",""
"265752","173","64","64","70","Right","3 ","3","Local","63"
"238360","179","75","64","64","Right","2 ","3","Local","64"
"242200","201","88","64","69","Right","3 ","1","Local","63"
"248856","178","64","64","73","Right","3 ","3","Local","71"
"257304","190","87","64","67","Right","2 ","1","Local","65"
"262681","185","76","64","67","Right","4 ","2","Local","65"
"270617","188","76","64","81","Left","4 ","2","Local","66"
"271385","187","70","64","71","Left","1 ","1","Local","73"
"215065","181","70","64","64","Right","2 ","2","Local","65"
"251417","187","92","64","69","Right","3 ","2","Local","66"
"252697","181","80","64","68","Right","3 ","2","Local","66"
"265754","188","81","64","76","Right","3 ","2","Local","65"
"71450","197","84","64","72","Right","2 ","1","Local","63"
"227866","185","90","64","64","Left","3 ","3","Local","62"
"243738","190","80","64","67","Left","3 ","2","Local","64"
"70683","175","68","64","74","Right","3 ","2","Local","71"
"76315","185","77","64","70","Right","2 ","2","Local","65"
"209691","183","81","64","64","Right","3 ","2","Local","66"
"222235","183","83","64","64","Right","4 ","2","Local","64"
"248091","185","75","64","64","Right","3 ","1","Local","63"
"252699","193","76","64","67","Right","2 ","1","Local","62"
"257051","182","74","64","70","Left","3 ","3","Local","66"
"262940","188","80","64","77","Right","2 ","2","Local","65"
"263708","181","67","64","64","Right","3 ","2","Local","67"
"76316","178","75","64","67","Right","4 ","2","Local","69"
"211228","179","79","64","64","Right","3 ","3","Local","63"
"251420","185","72","64","68","Right","3 ","3","Local","62"
"264221","180","67","64","75","Left","2 ","3","Local","65"
"70685","170","62","64","71","Right","3 ","3","Local","69"
"270877","183","76","64","73","Right","4 ","3","Local","63"
"278045","194","83","64","74","Right","2 ","1","Local","78"
"278557","183","70","64","81","Left","3 ","3","Local","65"
"215581","172","67","64","64","Right","3 ","3","Local","64"
"231965","182","77","64","64","Right","3 ","3","Local","67"
"237341","190","87","64","65","Right","3 ","2","Local","61"
"241693","173","72","64","66","Right","4 ","2","Local","67"
"250909","171","68","64","64","Right","4 ","2","Local","66"
"207646","183","80","64","64","Right","3 ","2","Local","64"
"262175","174","59","64","75","Right","3 ","3","Local","71"
"264735","181","75","64","75","Right","3 ","3","Local","78"
"70943","174","74","64","72","Left","4 ","2","Local","67"
"274207","182","83","64","70","Right","3 ","1","Local","65"
"274976","185","82","64","69","Right","4 ","3","Local","68"
"279840","173","73","64","79","Left","3 ","3","Local","72"
"235808","182","78","64","68","Left","3 ","2","Local","63"
"275233","181","75","64","77","Right","3 ","3","Local","64"
"212513","189","75","64","64","Right","3 ","3","Local","62"
"247073","180","79","64","67","Right","3 ","2","Local","62"
"261153","176","70","64","67","Left","2 ","2","Local","66"
"264738","175","67","64","70","Right","3 ","3","Local","65"
"269346","185","80","64","64","Right","3 ","2","Local","64"
"74018","185","77","64","79","Right","3 ","2","Local","71"
"271650","171","65","64","73","Right","3 ","2","Local","69"
"227362","188","78","64","64","Right","3 ","2","Local","68"
"228642","173","69","64","65","Left","3 ","3","Local","63"
"244258","186","80","64","64","Right","3 ","1","Local","71"
"179746","186","90","64","64","Right","3 ","2","Local","67"
"254754","173","75","64","66","Left","3 ","3","Local","66"
"73507","192","84","64","73","Right","3 ","3","Local","77"
"208675","186","89","64","64","Right","4 ","3","Local","64"
"260643","184","76","64","67","Left","3 ","2","Local","70"
"264228","180","75","64","69","Right","3 ","3","Local","66"
"77092","185","80","64","69","Left","2 ","3","Local","65"
"214308","176","72","64","64","Right","4 ","3","Local","67"
"220964","176","72","64","64","Right","3 ","2","Local","61"
"226596","184","78","64","64","Right","3 ","2","Local","68"
"264485","178","73","64","67","Right","3 ","3","Local","68"
"71205","172","67","64","78","Left","3 ","3","Local","68"
"269093","178","74","64","69","Right","3 ","3","Local","64"
"259621","182","72","64","75","Right","4 ","3","Local","62"
"70438","171","68","64","82","Right","3 ","3","Local","71"
"70694","180","68","64","76","Right","4 ","2","Local","72"
"270886","178","68","64","76","Right","3 ","3","Local","66"
"277286","181","75","64","77","Left","2 ","2","Local","60"
"277542","180","68","64","78","Right","3 ","2","Local","72"
"223014","190","75","64","64","Right","3 ","3","Local","65"
"246054","184","74","64","73","Right","3 ","2","Local","65"
"271399","181","74","64","74","Right","3 ","3","Local","68"
"233767","175","66","64","67","Right","3 ","3","Local","70"
"242983","190","77","64","70","Right","2 ","1","Local","64"
"254503","179","75","64","75","Right","4 ","3","Local","71"
"70440","174","68","64","75","Left","2 ","3","Local","71"
"73256","183","77","64","73","Left","3 ","2","Local","69"
"205352","191","80","64","64","Right","2 ","1","Local","69"
"241960","180","78","64","67","Right","3 ","3","Local","65"
"247336","175","70","64","69","Right","3 ","2","Local","62"
"248360","183","78","64","70","Right","3 ","3","Local","63"
"251688","175","71","64","70","Left","3 ","2","Local","65"
"224297","183","73","64","64","Left","2 ","2","Local","64"
"251689","185","78","64","76","Right","3 ","2","Local","65"
"253225","177","67","64","70","Right","3 ","3","Local","65"
"257833","178","70","64","71","Left","2 ","3","Local","66"
"271146","190","80","64","74","Right","3 ","1","Local","68"
"77354","188","81","64","84","Right","4 ","2","Local","80"
"252970","170","70","64","67","Left","4 ","4","Local","63"
"188202","188","81","64","64","Right","2 ","1","Local","72"
"262443","186","82","64","69","Left","4 ","2","Local","63"
"211243","170","71","64","64","Right","3 ","3","Local","64"
"256555","185","84","64","67","Left","2 ","2","Local","65"
"70956","170","63","64","80","Right","3 ","3","Local","70"
"274220","180","72","64","76","Left","3 ","3","Local","70"
"210476","195","90","64","64","Right","3 ","1","Local","65"
"241452","175","66","64","67","Right","4 ","3","Local","65"
"252716","175","69","64","64","Right","3 ","2","Local","69"
"258604","182","79","64","70","Right","3 ","3","Local","68"
"272941","184","81","64","69","Left","3 ","2","Local","64"
"277293","189","78","64","78","Right","3 ","2","Local","71"
"278061","183","73","64","81","Right","3 ","3","Local","80"
"228397","186","75","64","64","Left","3 ","2","Local","67"
"255789","182","80","64","69","Right","3 ","3","Local","65"
"198190","183","74","64","64","Left","2 ","2","Local","60"
"278318","185","80","64","77","Right","3 ","2","Local","67"
"216110","189","84","64","64","Right","2 ","1","Local","64"
"221486","190","84","64","64","Left","2 ","2","Local","63"
"260910","171","70","64","77","Right","3 ","3","Local","74"
"272943","180","71","64","73","Right","3 ","3","Local","67"
"77103","180","69","64","74","Right","3 ","3","Local","69"
"77359","171","65","64","73","Left","2 ","2","Local","65"
"240175","180","73","64","67","Right","3 ","3","Local","65"
"241711","182","76","64","66","Left","4 ","2","Local","64"
"251439","183","78","64","73","Right","3 ","3","Local","66"
"274736","179","74","64","65","Right","2 ","2","Local","69"
"222256","178","67","64","64","Right","3 ","3","Local","63"
"226352","175","76","64","64","Right","3 ","2","Local","64"
"228912","185","77","64","64","Right","2 ","1","Local","66"
"229168","195","87","64","66","Right","2 ","1","Local","66"
"268593","184","78","64","72","Right","2 ","1","Local","65"
"269617","180","78","64","77","Right","3 ","2","Local","68"
"270129","178","73","64","73","Right","3 ","2","Local","70"
"246065","185","76","64","66","Right","3 ","2","Local","65"
"252209","183","82","64","69","Right","3 ","3","Local","66"
"254513","191","81","64","65","Right","1 ","1","Local","64"
"262962","202","85","64","73","Right","3 ","2","Local","66"
"263474","172","67","64","65","Right","2 ","3","Local","70"
"71730","176","69","64","76","Left","2 ","3","Local","65"
"239410","183","80","64","67","Right","3 ","1","Local","68"
"239666","185","76","64","68","Right","3 ","3","Local","64"
"260402","183","64","64","73","Right","3 ","3","Local","65"
"275763","178","75","64","68","Right","3 ","3","Local","62"
"276787","169","61","64","78","Right","4 ","4","Local","76"
"279603","182","70","64","79","Left","3 ","3","Local","80"
"224307","183","73","64","64","Right","3 ","2","Local","65"
"263988","192","85","64","71","Right","3 ","2","Local","64"
"271156","177","69","64","73","Right","4 ","3","Local","63"
"214836","171","73","64","64","Left","3 ","4","Local","67"
"246068","175","71","64","64","Right","3 ","3","Local","63"
"247092","189","75","64","69","Right","4 ","2","Local","65"
"255540","188","79","64","64","Left","3 ","2","Local","64"
"261172","178","75","64","67","Right","3 ","3","Local","69"
"264245","182","71","64","69","Right","4 ","3","Local","64"
"204853","193","77","64","64","Right","3 ","2","Local","63"
"275253","183","69","64","75","Right","3 ","2","Local","73"
"235573","178","77","64","64","Right","3 ","3","Local","64"
"256053","188","86","64","69","Right","1 ","1","Local","68"
"70710","167","62","64","74","Right","3 ","2","Local","74"
"76086","187","80","64","81","Right","2 ","2","Local","79"
"278326","176","69","64","78","Right","3 ","4","Local","73"
"233782","190","77","64","69","Right","2 ","2","Local","63"
"242230","178","74","64","66","Right","4 ","2","Local","63"
"248118","177","71","64","71","Right","4 ","3","Local","67"
"254774","174","68","64","69","Right","3 ","2","Local","70"
"255798","175","70","64","64","Right","3 ","2","Local","67"
"257334","185","78","64","65","Right","2 ","1","Local","69"
"258102","178","68","64","67","Right","3 ","3","Local","63"
"258870","186","78","64","70","Right","3 ","2","Local","67"
"199479","191","86","64","64","Right","4 ","2","Local","65"
"277559","191","82","64","67","Right","3 ","1","Local","66"
"234039","181","73","64","66","Right","2 ","2","Local","65"
"243767","170","64","64","68","Right","3 ","2","Local","62"
"261687","193","87","64","65","Right","1 ","1","Local","66"
"202808","171","75","64","64","Right","3 ","3","Local","67"
"234296","170","67","64","69","Left","4 ","3","Local","63"
"244280","187","81","64","67","Right","4 ","3","Local","64"
"260920","183","72","64","80","Right","2 ","4","Local","76"
"275001","182","75","64","71","Right","3 ","2","Local","66"
"264506","190","79","64","75","Right","3 ","2","Local","74"
"70458","172","61","64","80","Right","3 ","3","Local","77"
"204346","176","70","64","64","Left","3 ","3","Local","68"
"232250","179","72","64","64","Right","4 ","3","Local","64"
"241210","188","80","64","66","Right","2 ","1","Local","67"
"247354","178","75","64","64","Right","2 ","3","Local","63"
"254522","180","73","64","70","Right","4 ","2","Local","66"
"70203","175","72","64","71","Right","3 ","2","Local","72"
"74555","167","64","64","80","Right","3 ","3","Local","68"
"274491","180","81","64","72","Right","3 ","2","Local","65"
"275003","178","77","64","64","Left","2 ","2","Local","70"
"276028","180","69","64","64","Right","4 ","3","Local","63"
"230972","170","75","64","64","Left","2 ","3","Local","67"
"258620","198","85","64","69","Right","2 ","2","Local","66"
"263229","193","89","64","71","Left","4 ","2","Local","73"
"264509","182","79","64","74","Right","2 ","2","Local","70"
"156221","187","81","64","64","Right","3 ","2","Local","66"
"262718","190","85","64","68","Right","2 ","1","Local","67"
